order_id,product_id,category,supplier,warehouse,quantity,unit_price,discount,order_date,promised_delivery_days,actual_delivery_days,status,contact_email,is_quantity_outlier,revenue,delivery_variance,is_late,on_time_flag,order_year,order_month,order_quarter,order_month_name,order_yearmonth
ORD-01610,P002,Electronics,NextGen Parts,Atlanta GA,12,250.0,0.0,2024-06-12,4,4,Cancelled,buyer1610@client.com,0,3000.0,0,0,1,2024,6,2,Jun,2024-06
ORD-01611,P008,Food & Bev,SwiftVendors,Los Angeles CA,95,20.0,0.1,2024-03-01,6,7,Delivered,buyer1611@client.com,0,1710.0,1,1,0,2024,3,1,Mar,2024-03
ORD-01612,P006,Home & Garden,NextGen Parts,Dallas TX,62,150.0,0.0,2024-04-12,3,1,Pending,buyer1612@client.com,0,9300.0,-2,0,1,2024,4,2,Apr,2024-04
ORD-01613,P007,Food & Bev,SwiftVendors,Los Angeles CA,13,12.0,0.0,2023-03-08,9,17,Delivered,buyer1613@client.com,0,156.0,8,1,0,2023,3,1,Mar,2023-03
ORD-01614,P002,Electronics,PrimeSources,New York NY,84,250.0,0.15,2023-01-17,7,16,Delayed,buyer1614@client.com,0,17850.0,9,1,0,2023,1,1,Jan,2023-01
ORD-01615,P001,Electronics,GlobalTrade Co.,Atlanta GA,19,120.0,0.0,2023-01-10,5,11,Delivered,buyer1615@client.com,0,2280.0,6,1,0,2023,1,1,Jan,2023-01
ORD-01616,P008,Food & Bev,Apex Supplies,Atlanta GA,98,20.0,0.0,2023-08-03,14,22,Delivered,buyer1616@client.com,0,1960.0,8,1,0,2023,8,3,Aug,2023-08
ORD-01617,P007,Food & Bev,GlobalTrade Co.,Chicago IL,21,12.0,0.05,2024-06-15,5,14,Cancelled,buyer1617@client.com,0,239.4,9,1,0,2024,6,2,Jun,2024-06
ORD-01618,P003,Apparel,GlobalTrade Co.,Dallas TX,47,35.0,0.0,2024-05-24,6,8,Pending,buyer1618@client.com,0,1645.0,2,1,0,2024,5,2,May,2024-05
ORD-01619,P005,Home & Garden,Apex Supplies,Dallas TX,80,80.0,0.0,2023-12-06,3,8,Delivered,buyer1619@client.com,0,6400.0,5,1,0,2023,12,4,Dec,2023-12
ORD-01620,P003,Apparel,NextGen Parts,New York NY,53,35.0,0.0,2024-09-04,14,20,Delivered,buyer1620@client.com,0,1855.0,6,1,0,2024,9,3,Sep,2024-09
ORD-01621,P001,Electronics,Apex Supplies,New York NY,45,120.0,0.0,2023-03-09,4,9,Pending,buyer1621@client.com,0,5400.0,5,1,0,2023,3,1,Mar,2023-03
ORD-01622,P009,Industrial,NextGen Parts,Dallas TX,57,300.0,0.0,2023-11-15,10,15,Delivered,buyer1622@client.com,0,17100.0,5,1,0,2023,11,4,Nov,2023-11
ORD-01623,P009,Industrial,Apex Supplies,New York NY,47,300.0,0.1,2024-05-19,14,21,Delivered,buyer1623@client.com,0,12690.0,7,1,0,2024,5,2,May,2024-05
ORD-01624,P009,Industrial,GlobalTrade Co.,Dallas TX,17,300.0,0.0,2023-04-08,14,18,Delivered,buyer1624@client.com,0,5100.0,4,1,0,2023,4,2,Apr,2023-04
ORD-01625,P002,Electronics,SwiftVendors,Chicago IL,32,250.0,0.0,2024-11-06,7,10,Delayed,buyer1625@client.com,0,8000.0,3,1,0,2024,11,4,Nov,2024-11
ORD-01626,P010,Industrial,NextGen Parts,Los Angeles CA,67,500.0,0.1,2023-05-15,8,12,Delivered,buyer1626@client.com,0,30150.0,4,1,0,2023,5,2,May,2023-05
ORD-01627,P010,Industrial,PrimeSources,Dallas TX,95,500.0,0.0,2023-07-22,5,3,Delivered,buyer1627@client.com,0,47500.0,-2,0,1,2023,7,3,Jul,2023-07
ORD-01628,P004,Apparel,SwiftVendors,Dallas TX,21,55.0,0.05,2024-08-08,10,15,Cancelled,buyer1628@client.com,0,1097.25,5,1,0,2024,8,3,Aug,2024-08
ORD-01629,P010,Industrial,GlobalTrade Co.,New York NY,52,500.0,0.05,2024-09-28,7,13,Pending,buyer1629@client.com,0,24700.0,6,1,0,2024,9,3,Sep,2024-09
ORD-01630,P005,Home & Garden,SwiftVendors,Los Angeles CA,84,80.0,0.1,2023-07-10,7,10,Cancelled,buyer1630@client.com,0,6048.0,3,1,0,2023,7,3,Jul,2023-07
ORD-01631,P009,Industrial,Apex Supplies,Los Angeles CA,59,300.0,0.15,2024-06-15,7,6,Cancelled,buyer1631@client.com,0,15045.0,-1,0,1,2024,6,2,Jun,2024-06
ORD-01632,P001,Electronics,Apex Supplies,Chicago IL,70,120.0,0.0,2024-04-13,4,3,In Transit,buyer1632@client.com,0,8400.0,-1,0,1,2024,4,2,Apr,2024-04
ORD-01633,P003,Apparel,PrimeSources,New York NY,45,35.0,0.0,2024-07-20,4,10,Delivered,buyer1633@client.com,0,1575.0,6,1,0,2024,7,3,Jul,2024-07
ORD-01634,P009,Industrial,GlobalTrade Co.,Dallas TX,25,300.0,0.0,2023-07-23,14,23,Delivered,buyer1634@client.com,0,7500.0,9,1,0,2023,7,3,Jul,2023-07
ORD-01635,P003,Apparel,NextGen Parts,Dallas TX,73,35.0,0.1,2024-06-29,8,14,Delivered,buyer1635@client.com,0,2299.5,6,1,0,2024,6,2,Jun,2024-06
ORD-01636,P009,Industrial,GlobalTrade Co.,Dallas TX,22,300.0,0.0,2024-11-27,5,13,Delayed,buyer1636@client.com,0,6600.0,8,1,0,2024,11,4,Nov,2024-11
ORD-01637,P004,Apparel,GlobalTrade Co.,Atlanta GA,97,55.0,0.15,2024-09-16,9,10,Delivered,,0,4534.75,1,1,0,2024,9,3,Sep,2024-09
ORD-01638,P007,Food & Bev,NextGen Parts,New York NY,38,12.0,0.05,2024-05-02,10,13,Delivered,buyer1638@client.com,0,433.2,3,1,0,2024,5,2,May,2024-05
ORD-01639,P005,Home & Garden,SwiftVendors,Atlanta GA,1,80.0,0.0,2024-11-15,7,8,Delayed,buyer1639@client.com,0,80.0,1,1,0,2024,11,4,Nov,2024-11
ORD-01640,P002,Electronics,GlobalTrade Co.,Chicago IL,8,250.0,0.05,2024-05-07,5,15,Cancelled,buyer1640@client.com,0,1900.0,10,1,0,2024,5,2,May,2024-05
ORD-01641,P004,Apparel,PrimeSources,New York NY,51,55.0,0.0,2024-08-28,6,7,Cancelled,buyer1641@client.com,0,2805.0,1,1,0,2024,8,3,Aug,2024-08
ORD-01642,P004,Apparel,PrimeSources,Dallas TX,36,55.0,0.0,2024-08-22,13,13,Delivered,buyer1642@client.com,0,1980.0,0,0,1,2024,8,3,Aug,2024-08
ORD-01643,P005,Home & Garden,Apex Supplies,Dallas TX,98,80.0,0.0,2024-06-17,7,13,Delivered,buyer1643@client.com,0,7840.0,6,1,0,2024,6,2,Jun,2024-06
ORD-01644,P010,Industrial,PrimeSources,Los Angeles CA,61,500.0,0.0,2023-05-08,11,20,In Transit,buyer1644@client.com,0,30500.0,9,1,0,2023,5,2,May,2023-05
ORD-01645,P002,Electronics,SwiftVendors,Los Angeles CA,97,250.0,0.15,2023-02-11,9,11,Delivered,buyer1645@client.com,0,20612.5,2,1,0,2023,2,1,Feb,2023-02
ORD-01646,P007,Food & Bev,PrimeSources,Los Angeles CA,75,12.0,0.0,2023-08-19,11,10,Delivered,buyer1646@client.com,0,900.0,-1,0,1,2023,8,3,Aug,2023-08
ORD-01647,P010,Industrial,GlobalTrade Co.,New York NY,77,500.0,0.0,2024-12-19,9,13,Delivered,buyer1647@client.com,0,38500.0,4,1,0,2024,12,4,Dec,2024-12
ORD-01648,P005,Home & Garden,SwiftVendors,Los Angeles CA,93,80.0,0.15,2024-10-17,11,14,Pending,buyer1648@client.com,0,6324.0,3,1,0,2024,10,4,Oct,2024-10
ORD-01649,P005,Home & Garden,Apex Supplies,Dallas TX,46,80.0,0.0,2024-12-31,10,11,In Transit,buyer1649@client.com,0,3680.0,1,1,0,2024,12,4,Dec,2024-12
ORD-01650,P010,Industrial,SwiftVendors,Dallas TX,56,500.0,0.15,2024-12-26,10,16,In Transit,buyer1650@client.com,0,23800.0,6,1,0,2024,12,4,Dec,2024-12
ORD-01651,P007,Food & Bev,PrimeSources,Dallas TX,78,12.0,0.1,2024-09-08,4,11,Cancelled,buyer1651@client.com,0,842.4,7,1,0,2024,9,3,Sep,2024-09
ORD-01652,P002,Electronics,Apex Supplies,Chicago IL,74,250.0,0.0,2024-01-05,12,20,Delayed,buyer1652@client.com,0,18500.0,8,1,0,2024,1,1,Jan,2024-01
ORD-01653,P007,Food & Bev,Apex Supplies,Los Angeles CA,51,12.0,0.15,2024-10-24,10,15,In Transit,buyer1653@client.com,0,520.2,5,1,0,2024,10,4,Oct,2024-10
ORD-01654,P001,Electronics,PrimeSources,Dallas TX,52,120.0,0.15,2023-08-10,12,12,Delivered,buyer1654@client.com,0,5304.0,0,0,1,2023,8,3,Aug,2023-08
ORD-01655,P006,Home & Garden,PrimeSources,Dallas TX,13,150.0,0.0,2024-04-12,7,10,Cancelled,buyer1655@client.com,0,1950.0,3,1,0,2024,4,2,Apr,2024-04
ORD-01656,P006,Home & Garden,PrimeSources,Dallas TX,32,150.0,0.0,2023-11-29,10,19,Delayed,buyer1656@client.com,0,4800.0,9,1,0,2023,11,4,Nov,2023-11
ORD-01657,P003,Apparel,NextGen Parts,Los Angeles CA,27,35.0,0.1,2024-02-15,8,18,Cancelled,buyer1657@client.com,0,850.5,10,1,0,2024,2,1,Feb,2024-02
ORD-01658,P008,Food & Bev,SwiftVendors,Atlanta GA,12,20.0,0.0,2024-07-05,14,24,Cancelled,buyer1658@client.com,0,240.0,10,1,0,2024,7,3,Jul,2024-07
ORD-01659,P006,Home & Garden,Apex Supplies,New York NY,40,150.0,0.0,2023-11-17,12,17,Delayed,buyer1659@client.com,0,6000.0,5,1,0,2023,11,4,Nov,2023-11
ORD-01660,P007,Food & Bev,PrimeSources,Los Angeles CA,26,12.0,0.0,2023-12-12,10,13,Cancelled,buyer1660@client.com,0,312.0,3,1,0,2023,12,4,Dec,2023-12
ORD-01661,P003,Apparel,Apex Supplies,Chicago IL,42,35.0,0.0,2024-08-18,7,13,Delayed,buyer1661@client.com,0,1470.0,6,1,0,2024,8,3,Aug,2024-08
ORD-01662,P005,Home & Garden,NextGen Parts,Chicago IL,97,80.0,0.1,2024-02-12,12,21,Delivered,buyer1662@client.com,0,6984.0,9,1,0,2024,2,1,Feb,2024-02
ORD-01663,P002,Electronics,PrimeSources,Los Angeles CA,92,250.0,0.1,2023-05-30,14,17,In Transit,buyer1663@client.com,0,20700.0,3,1,0,2023,5,2,May,2023-05
ORD-01664,P003,Apparel,SwiftVendors,Atlanta GA,50,35.0,0.0,2024-08-06,4,7,Delivered,buyer1664@client.com,0,1750.0,3,1,0,2024,8,3,Aug,2024-08
ORD-01665,P001,Electronics,GlobalTrade Co.,Los Angeles CA,32,120.0,0.1,2023-01-27,10,11,Cancelled,buyer1665@client.com,0,3456.0,1,1,0,2023,1,1,Jan,2023-01
ORD-01666,P004,Apparel,PrimeSources,Chicago IL,32,55.0,0.0,2023-05-29,3,5,Delivered,buyer1666@client.com,0,1760.0,2,1,0,2023,5,2,May,2023-05
ORD-01667,P010,Industrial,PrimeSources,Atlanta GA,62,500.0,0.05,2024-07-18,12,13,Pending,buyer1667@client.com,0,29450.0,1,1,0,2024,7,3,Jul,2024-07
ORD-01668,P009,Industrial,NextGen Parts,New York NY,75,300.0,0.05,2023-09-25,14,24,Delivered,buyer1668@client.com,0,21375.0,10,1,0,2023,9,3,Sep,2023-09
ORD-01669,P005,Home & Garden,SwiftVendors,Chicago IL,56,80.0,0.0,2023-11-24,11,14,Delivered,buyer1669@client.com,0,4480.0,3,1,0,2023,11,4,Nov,2023-11
ORD-01670,P003,Apparel,GlobalTrade Co.,Atlanta GA,42,35.0,0.15,2024-08-15,5,4,Cancelled,buyer1670@client.com,0,1249.5,-1,0,1,2024,8,3,Aug,2024-08
ORD-01671,P008,Food & Bev,Apex Supplies,Atlanta GA,69,20.0,0.0,2023-08-22,14,17,Delayed,buyer1671@client.com,0,1380.0,3,1,0,2023,8,3,Aug,2023-08
ORD-01672,P009,Industrial,SwiftVendors,Atlanta GA,29,300.0,0.05,2023-02-24,10,17,Pending,buyer1672@client.com,0,8265.0,7,1,0,2023,2,1,Feb,2023-02
ORD-01673,P007,Food & Bev,Apex Supplies,Atlanta GA,9,12.0,0.0,2024-04-04,11,19,Delivered,buyer1673@client.com,0,108.0,8,1,0,2024,4,2,Apr,2024-04
ORD-01674,P008,Food & Bev,Apex Supplies,Los Angeles CA,91,20.0,0.0,2023-03-08,14,16,In Transit,buyer1674@client.com,0,1820.0,2,1,0,2023,3,1,Mar,2023-03
ORD-01675,P001,Electronics,PrimeSources,New York NY,92,120.0,0.1,2024-12-22,5,9,Delivered,buyer1675@client.com,0,9936.0,4,1,0,2024,12,4,Dec,2024-12
ORD-01676,P005,Home & Garden,SwiftVendors,Los Angeles CA,69,80.0,0.15,2023-08-27,12,22,In Transit,buyer1676@client.com,0,4692.0,10,1,0,2023,8,3,Aug,2023-08
ORD-01677,P003,Apparel,NextGen Parts,Los Angeles CA,99,35.0,0.1,2023-01-07,12,10,Delayed,buyer1677@client.com,0,3118.5,-2,0,1,2023,1,1,Jan,2023-01
ORD-01678,P010,Industrial,NextGen Parts,Dallas TX,16,500.0,0.0,2024-06-26,9,18,Delivered,buyer1678@client.com,0,8000.0,9,1,0,2024,6,2,Jun,2024-06
ORD-01679,P004,Apparel,GlobalTrade Co.,Dallas TX,77,55.0,0.0,2024-10-26,10,19,Delivered,buyer1679@client.com,0,4235.0,9,1,0,2024,10,4,Oct,2024-10
ORD-01680,P002,Electronics,PrimeSources,New York NY,52,250.0,0.1,2024-01-26,14,19,Delivered,buyer1680@client.com,0,11700.0,5,1,0,2024,1,1,Jan,2024-01
ORD-01681,P003,Apparel,SwiftVendors,Chicago IL,13,35.0,0.0,2024-12-25,9,11,Pending,buyer1681@client.com,0,455.0,2,1,0,2024,12,4,Dec,2024-12
ORD-01682,P005,Home & Garden,GlobalTrade Co.,Los Angeles CA,52,80.0,0.0,2024-10-24,13,12,Delivered,buyer1682@client.com,0,4160.0,-1,0,1,2024,10,4,Oct,2024-10
ORD-01683,P002,Electronics,Apex Supplies,Atlanta GA,68,250.0,0.0,2023-03-04,11,9,Delayed,buyer1683@client.com,0,17000.0,-2,0,1,2023,3,1,Mar,2023-03
ORD-01684,P003,Apparel,Apex Supplies,Dallas TX,1,35.0,0.1,2023-12-01,9,11,Delivered,buyer1684@client.com,0,31.5,2,1,0,2023,12,4,Dec,2023-12
ORD-01685,P010,Industrial,Apex Supplies,Chicago IL,73,500.0,0.0,2023-07-13,13,20,Pending,buyer1685@client.com,0,36500.0,7,1,0,2023,7,3,Jul,2023-07
ORD-01686,P004,Apparel,GlobalTrade Co.,Atlanta GA,45,55.0,0.0,2024-01-19,12,12,Pending,buyer1686@client.com,0,2475.0,0,0,1,2024,1,1,Jan,2024-01
ORD-01687,P003,Apparel,PrimeSources,Dallas TX,65,35.0,0.0,2024-09-29,3,9,Cancelled,buyer1687@client.com,0,2275.0,6,1,0,2024,9,3,Sep,2024-09
ORD-01688,P005,Home & Garden,SwiftVendors,Chicago IL,38,80.0,0.0,2024-08-27,11,11,Delivered,buyer1688@client.com,0,3040.0,0,0,1,2024,8,3,Aug,2024-08
ORD-01689,P010,Industrial,SwiftVendors,New York NY,20,500.0,0.1,2024-11-05,11,15,Cancelled,buyer1689@client.com,0,9000.0,4,1,0,2024,11,4,Nov,2024-11
ORD-01690,P002,Electronics,Apex Supplies,Los Angeles CA,86,250.0,0.1,2023-09-10,8,8,Delivered,buyer1690@client.com,0,19350.0,0,0,1,2023,9,3,Sep,2023-09
ORD-01691,P008,Food & Bev,Apex Supplies,Los Angeles CA,25,20.0,0.05,2023-03-02,10,20,Cancelled,buyer1691@client.com,0,475.0,10,1,0,2023,3,1,Mar,2023-03
ORD-01692,P010,Industrial,Apex Supplies,Los Angeles CA,13,500.0,0.1,2024-06-23,12,19,Delayed,buyer1692@client.com,0,5850.0,7,1,0,2024,6,2,Jun,2024-06
ORD-01693,P007,Food & Bev,GlobalTrade Co.,Los Angeles CA,97,12.0,0.1,2023-11-25,5,10,Cancelled,buyer1693@client.com,0,1047.6,5,1,0,2023,11,4,Nov,2023-11
ORD-01694,P007,Food & Bev,PrimeSources,Dallas TX,52,12.0,0.05,2024-05-17,3,8,Delivered,buyer1694@client.com,0,592.8,5,1,0,2024,5,2,May,2024-05
ORD-01695,P008,Food & Bev,SwiftVendors,New York NY,79,20.0,0.05,2023-10-22,13,22,Delivered,buyer1695@client.com,0,1501.0,9,1,0,2023,10,4,Oct,2023-10
ORD-01696,P001,Electronics,SwiftVendors,Atlanta GA,25,120.0,0.0,2024-08-07,11,11,Delayed,buyer1696@client.com,0,3000.0,0,0,1,2024,8,3,Aug,2024-08
ORD-01697,P001,Electronics,Apex Supplies,Los Angeles CA,69,120.0,0.0,2024-01-30,6,9,In Transit,buyer1697@client.com,0,8280.0,3,1,0,2024,1,1,Jan,2024-01
ORD-01698,P007,Food & Bev,NextGen Parts,Chicago IL,95,12.0,0.1,2024-06-04,8,16,Delayed,,0,1026.0,8,1,0,2024,6,2,Jun,2024-06
ORD-01699,P004,Apparel,GlobalTrade Co.,Chicago IL,13,55.0,0.05,2024-12-30,8,7,Delayed,buyer1699@client.com,0,679.25,-1,0,1,2024,12,4,Dec,2024-12
ORD-01700,P004,Apparel,NextGen Parts,Dallas TX,74,55.0,0.15,2023-02-16,9,10,Delayed,buyer1700@client.com,0,3459.5,1,1,0,2023,2,1,Feb,2023-02
ORD-01701,P005,Home & Garden,SwiftVendors,Chicago IL,1,80.0,0.0,2024-02-04,6,9,Cancelled,buyer1701@client.com,0,80.0,3,1,0,2024,2,1,Feb,2024-02
ORD-01702,P003,Apparel,GlobalTrade Co.,Atlanta GA,19,35.0,0.1,2024-11-15,7,11,Delayed,buyer1702@client.com,0,598.5,4,1,0,2024,11,4,Nov,2024-11
ORD-01703,P005,Home & Garden,SwiftVendors,New York NY,27,80.0,0.15,2024-12-07,3,7,Cancelled,buyer1703@client.com,0,1836.0,4,1,0,2024,12,4,Dec,2024-12
ORD-01704,P005,Home & Garden,SwiftVendors,Atlanta GA,25,80.0,0.05,2023-01-11,13,22,Pending,,0,1900.0,9,1,0,2023,1,1,Jan,2023-01
ORD-01705,P008,Food & Bev,GlobalTrade Co.,Dallas TX,17,20.0,0.15,2024-10-14,4,3,Delivered,buyer1705@client.com,0,289.0,-1,0,1,2024,10,4,Oct,2024-10
ORD-01706,P008,Food & Bev,NextGen Parts,Los Angeles CA,9,20.0,0.0,2023-06-21,14,16,Delayed,buyer1706@client.com,0,180.0,2,1,0,2023,6,2,Jun,2023-06
ORD-01707,P007,Food & Bev,SwiftVendors,Los Angeles CA,37,12.0,0.1,2024-08-06,7,6,Cancelled,buyer1707@client.com,0,399.6,-1,0,1,2024,8,3,Aug,2024-08
ORD-01708,P004,Apparel,PrimeSources,Chicago IL,12,55.0,0.1,2023-05-11,11,9,Pending,buyer1708@client.com,0,594.0,-2,0,1,2023,5,2,May,2023-05
ORD-01709,P002,Electronics,PrimeSources,Chicago IL,30,250.0,0.0,2023-03-27,14,24,Delivered,buyer1709@client.com,0,7500.0,10,1,0,2023,3,1,Mar,2023-03
ORD-01710,P010,Industrial,GlobalTrade Co.,New York NY,48,500.0,0.05,2024-09-03,3,11,In Transit,buyer1710@client.com,0,22800.0,8,1,0,2024,9,3,Sep,2024-09
ORD-01711,P004,Apparel,SwiftVendors,Dallas TX,99,55.0,0.0,2024-08-05,3,3,Delivered,buyer1711@client.com,0,5445.0,0,0,1,2024,8,3,Aug,2024-08
ORD-01712,P005,Home & Garden,PrimeSources,Chicago IL,23,80.0,0.0,2024-10-21,3,7,Pending,buyer1712@client.com,0,1840.0,4,1,0,2024,10,4,Oct,2024-10
ORD-01713,P005,Home & Garden,GlobalTrade Co.,Chicago IL,65,80.0,0.0,2024-10-04,6,9,Delayed,buyer1713@client.com,0,5200.0,3,1,0,2024,10,4,Oct,2024-10
ORD-01714,P001,Electronics,GlobalTrade Co.,Atlanta GA,57,120.0,0.0,2024-06-25,7,13,Delivered,buyer1714@client.com,0,6840.0,6,1,0,2024,6,2,Jun,2024-06
ORD-01715,P006,Home & Garden,Apex Supplies,New York NY,8,150.0,0.0,2024-06-14,11,9,In Transit,buyer1715@client.com,0,1200.0,-2,0,1,2024,6,2,Jun,2024-06
ORD-01716,P006,Home & Garden,GlobalTrade Co.,Dallas TX,48,150.0,0.0,2024-12-01,6,4,Pending,,0,7200.0,-2,0,1,2024,12,4,Dec,2024-12
ORD-01717,P001,Electronics,Apex Supplies,Chicago IL,50,120.0,0.1,2024-10-05,3,10,In Transit,buyer1717@client.com,0,5400.0,7,1,0,2024,10,4,Oct,2024-10
ORD-01718,P008,Food & Bev,PrimeSources,Los Angeles CA,74,20.0,0.15,2024-12-03,12,16,Pending,buyer1718@client.com,0,1258.0,4,1,0,2024,12,4,Dec,2024-12
ORD-01719,P004,Apparel,NextGen Parts,Los Angeles CA,88,55.0,0.05,2023-12-20,13,18,Pending,buyer1719@client.com,0,4598.0,5,1,0,2023,12,4,Dec,2023-12
ORD-01720,P003,Apparel,SwiftVendors,Chicago IL,59,35.0,0.1,2023-05-28,7,15,Delayed,buyer1720@client.com,0,1858.5,8,1,0,2023,5,2,May,2023-05
ORD-01721,P007,Food & Bev,SwiftVendors,Dallas TX,33,12.0,0.0,2024-03-18,7,7,Delivered,buyer1721@client.com,0,396.0,0,0,1,2024,3,1,Mar,2024-03
ORD-01722,P009,Industrial,GlobalTrade Co.,Los Angeles CA,30,300.0,0.05,2023-08-02,9,13,Pending,buyer1722@client.com,0,8550.0,4,1,0,2023,8,3,Aug,2023-08
ORD-01723,P008,Food & Bev,PrimeSources,Los Angeles CA,57,20.0,0.05,2023-12-12,8,16,Pending,buyer1723@client.com,0,1083.0,8,1,0,2023,12,4,Dec,2023-12
ORD-01724,P009,Industrial,GlobalTrade Co.,Chicago IL,27,300.0,0.0,2024-08-05,6,15,Delayed,buyer1724@client.com,0,8100.0,9,1,0,2024,8,3,Aug,2024-08
ORD-01725,P006,Home & Garden,PrimeSources,Los Angeles CA,60,150.0,0.1,2024-10-21,7,8,Pending,buyer1725@client.com,0,8100.0,1,1,0,2024,10,4,Oct,2024-10
ORD-01726,P002,Electronics,PrimeSources,Los Angeles CA,70,250.0,0.15,2024-09-30,9,7,Delivered,buyer1726@client.com,0,14875.0,-2,0,1,2024,9,3,Sep,2024-09
ORD-01727,P009,Industrial,PrimeSources,Atlanta GA,21,300.0,0.15,2024-03-18,5,10,Delivered,buyer1727@client.com,0,5355.0,5,1,0,2024,3,1,Mar,2024-03
ORD-01728,P007,Food & Bev,GlobalTrade Co.,Los Angeles CA,73,12.0,0.15,2024-11-27,12,22,Delivered,buyer1728@client.com,0,744.6,10,1,0,2024,11,4,Nov,2024-11
ORD-01729,P010,Industrial,PrimeSources,Los Angeles CA,26,500.0,0.0,2024-04-24,6,15,Delivered,buyer1729@client.com,0,13000.0,9,1,0,2024,4,2,Apr,2024-04
ORD-01730,P008,Food & Bev,NextGen Parts,Atlanta GA,41,20.0,0.1,2024-10-05,3,11,Delivered,buyer1730@client.com,0,738.0,8,1,0,2024,10,4,Oct,2024-10
ORD-01731,P002,Electronics,Apex Supplies,Los Angeles CA,3,250.0,0.0,2023-04-03,8,11,Delivered,buyer1731@client.com,0,750.0,3,1,0,2023,4,2,Apr,2023-04
ORD-01732,P004,Apparel,SwiftVendors,Atlanta GA,40,55.0,0.0,2023-11-20,12,17,Pending,buyer1732@client.com,0,2200.0,5,1,0,2023,11,4,Nov,2023-11
ORD-01733,P003,Apparel,Apex Supplies,Atlanta GA,38,35.0,0.0,2023-06-13,5,5,Pending,buyer1733@client.com,0,1330.0,0,0,1,2023,6,2,Jun,2023-06
ORD-01734,P010,Industrial,NextGen Parts,Atlanta GA,53,500.0,0.0,2024-10-05,10,19,Delivered,buyer1734@client.com,0,26500.0,9,1,0,2024,10,4,Oct,2024-10
ORD-01735,P004,Apparel,GlobalTrade Co.,New York NY,15,55.0,0.15,2023-04-10,3,3,Pending,buyer1735@client.com,0,701.25,0,0,1,2023,4,2,Apr,2023-04
ORD-01736,P008,Food & Bev,NextGen Parts,Los Angeles CA,22,20.0,0.0,2024-03-27,12,19,Delivered,buyer1736@client.com,0,440.0,7,1,0,2024,3,1,Mar,2024-03
ORD-01737,P001,Electronics,NextGen Parts,Los Angeles CA,63,120.0,0.15,2023-12-14,4,7,Delivered,buyer1737@client.com,0,6426.0,3,1,0,2023,12,4,Dec,2023-12
ORD-01738,P010,Industrial,PrimeSources,Chicago IL,39,500.0,0.15,2023-04-24,13,14,Delayed,buyer1738@client.com,0,16575.0,1,1,0,2023,4,2,Apr,2023-04
ORD-01739,P002,Electronics,PrimeSources,Dallas TX,46,250.0,0.1,2024-09-28,12,16,Delivered,buyer1739@client.com,0,10350.0,4,1,0,2024,9,3,Sep,2024-09
ORD-01740,P005,Home & Garden,SwiftVendors,Atlanta GA,25,80.0,0.1,2023-01-25,10,13,Delivered,buyer1740@client.com,0,1800.0,3,1,0,2023,1,1,Jan,2023-01
ORD-01741,P004,Apparel,SwiftVendors,New York NY,90,55.0,0.0,2024-03-19,8,6,Delivered,buyer1741@client.com,0,4950.0,-2,0,1,2024,3,1,Mar,2024-03
ORD-01742,P008,Food & Bev,SwiftVendors,Atlanta GA,85,20.0,0.0,2023-02-02,5,12,Delivered,buyer1742@client.com,0,1700.0,7,1,0,2023,2,1,Feb,2023-02
ORD-01743,P001,Electronics,GlobalTrade Co.,New York NY,39,120.0,0.05,2024-01-25,9,7,Delayed,buyer1743@client.com,0,4446.0,-2,0,1,2024,1,1,Jan,2024-01
ORD-01744,P007,Food & Bev,NextGen Parts,New York NY,43,12.0,0.0,2024-02-21,14,17,Delivered,buyer1744@client.com,0,516.0,3,1,0,2024,2,1,Feb,2024-02
ORD-01745,P005,Home & Garden,PrimeSources,Los Angeles CA,71,80.0,0.0,2023-10-01,4,9,Delayed,buyer1745@client.com,0,5680.0,5,1,0,2023,10,4,Oct,2023-10
ORD-01746,P006,Home & Garden,Apex Supplies,Chicago IL,66,150.0,0.0,2023-04-20,6,5,Delivered,buyer1746@client.com,0,9900.0,-1,0,1,2023,4,2,Apr,2023-04
ORD-01747,P003,Apparel,Apex Supplies,Dallas TX,74,35.0,0.0,2023-01-10,14,12,Delayed,buyer1747@client.com,0,2590.0,-2,0,1,2023,1,1,Jan,2023-01
ORD-01748,P010,Industrial,NextGen Parts,New York NY,10,500.0,0.0,2024-10-08,8,18,Delayed,buyer1748@client.com,0,5000.0,10,1,0,2024,10,4,Oct,2024-10
ORD-01749,P002,Electronics,GlobalTrade Co.,Chicago IL,8,250.0,0.15,2023-03-25,5,4,Delayed,buyer1749@client.com,0,1700.0,-1,0,1,2023,3,1,Mar,2023-03
ORD-01750,P001,Electronics,GlobalTrade Co.,Chicago IL,56,120.0,0.15,2023-02-21,14,13,Pending,buyer1750@client.com,0,5712.0,-1,0,1,2023,2,1,Feb,2023-02
ORD-01751,P009,Industrial,GlobalTrade Co.,New York NY,25,300.0,0.05,2024-09-11,14,14,Pending,buyer1751@client.com,0,7125.0,0,0,1,2024,9,3,Sep,2024-09
ORD-01752,P010,Industrial,GlobalTrade Co.,Atlanta GA,8,500.0,0.05,2023-01-07,4,4,Delivered,buyer1752@client.com,0,3800.0,0,0,1,2023,1,1,Jan,2023-01
ORD-01753,P009,Industrial,Apex Supplies,Dallas TX,74,300.0,0.0,2023-07-12,5,8,Cancelled,buyer1753@client.com,0,22200.0,3,1,0,2023,7,3,Jul,2023-07
