order_id,product_id,category,supplier,warehouse,quantity,unit_price,discount,order_date,promised_delivery_days,actual_delivery_days,status,contact_email
ORD-01579,P009,Industrial,SwiftVendors,Atlanta GA,32,300.0,0.0,2024-05-30,7,15,Pending,buyer1579@client.com
ORD-01580,P003,Apparel,SwiftVendors,Atlanta GA,63,35.0,0.0,2024-04-26,10,10,Delivered,buyer1580@client.com
ORD-01581,P007,Food & Bev,Apex Supplies,New York NY,87,12.0,0.0,2023-12-17,13,21,In Transit,buyer1581@client.com
ORD-01582,P004,Apparel,GlobalTrade Co.,Chicago IL,100,55.0,0.0,2023-11-11,11,13,Delivered,buyer1582@client.com
ORD-01583,P008,Food & Bev,SwiftVendors,Atlanta GA,14,20.0,0.15,2023-08-04,12,20,Delivered,buyer1583@client.com
ORD-01584,P004,Apparel,GlobalTrade Co.,Chicago IL,99,55.0,0.05,2024-09-16,13,13,Delivered,buyer1584@client.com
ORD-01585,P008,Food & Bev,PrimeSources,Los Angeles CA,84,20.0,0.1,2023-08-23,7,12,Cancelled,buyer1585@client.com
ORD-01586,P006,Home & Garden,SwiftVendors,Los Angeles CA,19,150.0,0.0,2023-11-19,10,12,Pending,buyer1586@client.com
ORD-01587,P007,Food & Bev,Apex Supplies,New York NY,1,12.0,0.05,2023-12-29,13,23,Delivered,buyer1587@client.com
ORD-01588,P005,Home & Garden,GlobalTrade Co.,Chicago IL,3,80.0,0.15,2024-11-08,14,16,Delivered,buyer1588@client.com
ORD-01589,P001,Electronics,PrimeSources,Los Angeles CA,42,120.0,0.05,2024-07-25,11,20,Delivered,buyer1589@client.com
ORD-01590,P010,Industrial,SwiftVendors,Dallas TX,65,500.0,0.05,2023-03-18,6,6,Delivered,buyer1590@client.com
ORD-01591,P010,Industrial,PrimeSources,New York NY,61,500.0,0.0,2023-09-13,7,14,In Transit,buyer1591@client.com
ORD-01592,P002,Electronics,SwiftVendors,Los Angeles CA,8,250.0,0.15,2024-07-04,8,13,Delivered,buyer1592@client.com
ORD-01593,P003,Apparel,SwiftVendors,New York NY,96,35.0,0.0,2023-06-05,5,12,Delivered,buyer1593@client.com
ORD-01594,P009,Industrial,GlobalTrade Co.,Los Angeles CA,12,300.0,0.05,2024-08-09,11,21,Delayed,buyer1594@client.com
ORD-01595,P009,Industrial,Apex Supplies,Chicago IL,38,300.0,0.15,2023-03-11,14,23,Delayed,buyer1595@client.com
ORD-01596,P006,Home & Garden,GlobalTrade Co.,Chicago IL,99,150.0,0.05,2023-11-25,10,11,Pending,buyer1596@client.com
ORD-01597,P004,Apparel,SwiftVendors,Los Angeles CA,87,55.0,0.15,2024-09-10,14,12,Delivered,buyer1597@client.com
ORD-01598,P007,Food & Bev,PrimeSources,Dallas TX,55,12.0,0.05,2024-06-25,3,9,Delivered,
ORD-01599,P007,Food & Bev,SwiftVendors,Atlanta GA,5,12.0,0.1,2024-05-18,7,14,Delivered,buyer1599@client.com
ORD-01600,P002,Electronics,NextGen Parts,Dallas TX,73,250.0,0.0,2024-06-28,5,15,In Transit,buyer1600@client.com
ORD-01601,P002,Electronics,NextGen Parts,Chicago IL,74,250.0,0.05,2023-03-16,13,17,Cancelled,buyer1601@client.com
ORD-01602,P008,Food & Bev,SwiftVendors,Dallas TX,95,20.0,0.0,2023-07-06,13,20,Delivered,buyer1602@client.com
ORD-01603,P007,Food & Bev,NextGen Parts,Los Angeles CA,3,12.0,0.05,2023-01-07,12,16,Delivered,
ORD-01604,P006,Home & Garden,SwiftVendors,Chicago IL,55,150.0,0.0,2024-08-21,13,23,Delivered,buyer1604@client.com
ORD-01605,P004,Apparel,SwiftVendors,Atlanta GA,99,55.0,0.1,2023-06-06,6,16,Delivered,buyer1605@client.com
ORD-01606,P003,Apparel,NextGen Parts,Atlanta GA,13,35.0,0.0,2023-02-10,5,11,Delivered,buyer1606@client.com
ORD-01607,P006,Home & Garden,GlobalTrade Co.,Chicago IL,41,150.0,0.0,2023-11-07,5,9,Delivered,buyer1607@client.com
ORD-01608,P004,Apparel,Apex Supplies,Chicago IL,99,55.0,0.0,2024-03-26,4,8,Delivered,buyer1608@client.com
ORD-01609,P004,Apparel,PrimeSources,New York NY,49,55.0,0.0,2024-02-13,6,7,Cancelled,buyer1609@client.com
ORD-01610,P002,Electronics,NextGen Parts,Atlanta GA,12,250.0,0.0,2024-06-12,4,4,Cancelled,buyer1610@client.com
ORD-01611,P008,Food & Bev,SwiftVendors,Los Angeles CA,95,20.0,0.1,2024-03-01,6,7,Delivered,buyer1611@client.com
ORD-01612,P006,Home & Garden,NextGen Parts,Dallas TX,62,150.0,0.0,2024-04-12,3,1,Pending,buyer1612@client.com
ORD-01613,P007,Food & Bev,SwiftVendors,Los Angeles CA,13,12.0,0.0,2023-03-08,9,17,Delivered,buyer1613@client.com
ORD-01614,P002,Electronics,PrimeSources,New York NY,84,250.0,0.15,2023-01-17,7,16,Delayed,buyer1614@client.com
ORD-01615,P001,Electronics,GlobalTrade Co.,Atlanta GA,19,120.0,0.0,2023-01-10,5,11,Delivered,buyer1615@client.com
ORD-01616,P008,Food & Bev,Apex Supplies,Atlanta GA,98,20.0,0.0,2023-08-03,14,22,Delivered,buyer1616@client.com
ORD-01617,P007,Food & Bev,GlobalTrade Co.,Chicago IL,21,12.0,0.05,2024-06-15,5,14,Cancelled,buyer1617@client.com
ORD-01618,P003,Apparel,GlobalTrade Co.,Dallas TX,47,35.0,0.0,2024-05-24,6,8,Pending,buyer1618@client.com
ORD-01619,P005,Home & Garden,Apex Supplies,Dallas TX,80,80.0,0.0,2023-12-06,3,8,Delivered,buyer1619@client.com
ORD-01620,P003,Apparel,NextGen Parts,New York NY,53,35.0,0.0,2024-09-04,14,20,Delivered,buyer1620@client.com
ORD-01621,P001,Electronics,Apex Supplies,New York NY,45,120.0,0.0,2023-03-09,4,9,Pending,buyer1621@client.com
ORD-01622,P009,Industrial,NextGen Parts,Dallas TX,57,300.0,0.0,2023-11-15,10,15,Delivered,buyer1622@client.com
ORD-01623,P009,Industrial,Apex Supplies,New York NY,47,300.0,0.1,2024-05-19,14,21,Delivered,buyer1623@client.com
ORD-01624,P009,Industrial,GlobalTrade Co.,Dallas TX,17,300.0,0.0,2023-04-08,14,18,Delivered,buyer1624@client.com
ORD-01625,P002,Electronics,SwiftVendors,Chicago IL,32,250.0,0.0,2024-11-06,7,10,Delayed,buyer1625@client.com
ORD-01626,P010,Industrial,NextGen Parts,Los Angeles CA,67,500.0,0.1,2023-05-15,8,12,Delivered,buyer1626@client.com
ORD-01627,P010,Industrial,PrimeSources,Dallas TX,95,500.0,0.0,2023-07-22,5,3,Delivered,buyer1627@client.com
ORD-01628,P004,Apparel,SwiftVendors,Dallas TX,21,55.0,0.05,2024-08-08,10,15,Cancelled,buyer1628@client.com
ORD-01629,P010,Industrial,GlobalTrade Co.,New York NY,52,500.0,0.05,2024-09-28,7,13,Pending,buyer1629@client.com
ORD-01630,P005,Home & Garden,SwiftVendors,Los Angeles CA,84,80.0,0.1,2023-07-10,7,10,Cancelled,buyer1630@client.com
ORD-01631,P009,Industrial,Apex Supplies,Los Angeles CA,59,300.0,0.15,2024-06-15,7,6,Cancelled,buyer1631@client.com
ORD-01632,P001,Electronics,Apex Supplies,Chicago IL,70,120.0,0.0,2024-04-13,4,3,In Transit,buyer1632@client.com
ORD-01633,P003,Apparel,PrimeSources,New York NY,45,35.0,0.0,2024-07-20,4,10,Delivered,buyer1633@client.com
ORD-01634,P009,Industrial,GlobalTrade Co.,Dallas TX,25,300.0,0.0,2023-07-23,14,23,Delivered,buyer1634@client.com
ORD-01635,P003,Apparel,NextGen Parts,Dallas TX,73,35.0,0.1,2024-06-29,8,14,Delivered,buyer1635@client.com
ORD-01636,P009,Industrial,GlobalTrade Co.,Dallas TX,22,300.0,0.0,2024-11-27,5,13,Delayed,buyer1636@client.com
ORD-01637,P004,Apparel,GlobalTrade Co.,Atlanta GA,97,55.0,0.15,2024-09-16,9,10,Delivered,
ORD-01638,P007,Food & Bev,NextGen Parts,New York NY,38,12.0,0.05,2024-05-02,10,13,Delivered,buyer1638@client.com
ORD-01639,P005,Home & Garden,SwiftVendors,Atlanta GA,1,80.0,0.0,2024-11-15,7,8,Delayed,buyer1639@client.com
ORD-01640,P002,Electronics,GlobalTrade Co.,Chicago IL,8,250.0,0.05,2024-05-07,5,15,Cancelled,buyer1640@client.com
ORD-01641,P004,Apparel,PrimeSources,New York NY,51,55.0,0.0,2024-08-28,6,7,Cancelled,buyer1641@client.com
ORD-01642,P004,Apparel,PrimeSources,Dallas TX,36,55.0,0.0,2024-08-22,13,13,Delivered,buyer1642@client.com
ORD-01643,P005,Home & Garden,Apex Supplies,Dallas TX,98,80.0,0.0,2024-06-17,7,13,Delivered,buyer1643@client.com
ORD-01644,P010,Industrial,PrimeSources,Los Angeles CA,61,500.0,0.0,2023-05-08,11,20,In Transit,buyer1644@client.com
ORD-01645,P002,Electronics,SwiftVendors,Los Angeles CA,97,250.0,0.15,2023-02-11,9,11,Delivered,buyer1645@client.com
ORD-01646,P007,Food & Bev,PrimeSources,Los Angeles CA,75,12.0,0.0,2023-08-19,11,10,Delivered,buyer1646@client.com
ORD-01647,P010,Industrial,GlobalTrade Co.,New York NY,77,500.0,0.0,2024-12-19,9,13,Delivered,buyer1647@client.com
ORD-01648,P005,Home & Garden,SwiftVendors,Los Angeles CA,93,80.0,0.15,2024-10-17,11,14,Pending,buyer1648@client.com
ORD-01649,P005,Home & Garden,Apex Supplies,Dallas TX,46,80.0,0.0,2024-12-31,10,11,In Transit,buyer1649@client.com
ORD-01650,P010,Industrial,SwiftVendors,Dallas TX,56,500.0,0.15,2024-12-26,10,16,In Transit,buyer1650@client.com
ORD-01651,P007,Food & Bev,PrimeSources,Dallas TX,78,12.0,0.1,2024-09-08,4,11,Cancelled,buyer1651@client.com
ORD-01652,P002,Electronics,Apex Supplies,Chicago IL,74,250.0,0.0,2024-01-05,12,20,Delayed,buyer1652@client.com
ORD-01653,P007,Food & Bev,Apex Supplies,Los Angeles CA,51,12.0,0.15,2024-10-24,10,15,In Transit,buyer1653@client.com
ORD-01654,P001,Electronics,PrimeSources,Dallas TX,52,120.0,0.15,2023-08-10,12,12,Delivered,buyer1654@client.com
ORD-01655,P006,Home & Garden,PrimeSources,Dallas TX,13,150.0,0.0,2024-04-12,7,10,Cancelled,buyer1655@client.com
ORD-01656,P006,Home & Garden,PrimeSources,Dallas TX,32,150.0,0.0,2023-11-29,10,19,Delayed,buyer1656@client.com
ORD-01657,P003,Apparel,NextGen Parts,Los Angeles CA,27,35.0,0.1,2024-02-15,8,18,Cancelled,buyer1657@client.com
ORD-01658,P008,Food & Bev,SwiftVendors,Atlanta GA,12,20.0,0.0,2024-07-05,14,24,Cancelled,buyer1658@client.com
ORD-01659,P006,Home & Garden,Apex Supplies,New York NY,40,150.0,0.0,2023-11-17,12,17,Delayed,buyer1659@client.com
ORD-01660,P007,Food & Bev,PrimeSources,Los Angeles CA,26,12.0,0.0,2023-12-12,10,13,Cancelled,buyer1660@client.com
ORD-01661,P003,Apparel,Apex Supplies,Chicago IL,42,35.0,0.0,2024-08-18,7,13,Delayed,buyer1661@client.com
ORD-01662,P005,Home & Garden,NextGen Parts,Chicago IL,97,80.0,0.1,2024-02-12,12,21,Delivered,buyer1662@client.com
ORD-01663,P002,Electronics,PrimeSources,Los Angeles CA,92,250.0,0.1,2023-05-30,14,17,In Transit,buyer1663@client.com
ORD-01664,P003,Apparel,SwiftVendors,Atlanta GA,50,35.0,0.0,2024-08-06,4,7,Delivered,buyer1664@client.com
ORD-01665,P001,Electronics,GlobalTrade Co.,Los Angeles CA,32,120.0,0.1,2023-01-27,10,11,Cancelled,buyer1665@client.com
ORD-01666,P004,Apparel,PrimeSources,Chicago IL,32,55.0,0.0,2023-05-29,3,5,Delivered,buyer1666@client.com
ORD-01667,P010,Industrial,PrimeSources,Atlanta GA,62,500.0,0.05,2024-07-18,12,13,Pending,buyer1667@client.com
ORD-01668,P009,Industrial,NextGen Parts,New York NY,75,300.0,0.05,2023-09-25,14,24,Delivered,buyer1668@client.com
ORD-01669,P005,Home & Garden,SwiftVendors,Chicago IL,56,80.0,0.0,2023-11-24,11,14,Delivered,buyer1669@client.com
ORD-01670,P003,Apparel,GlobalTrade Co.,Atlanta GA,42,35.0,0.15,2024-08-15,5,4,Cancelled,buyer1670@client.com
ORD-01671,P008,Food & Bev,Apex Supplies,Atlanta GA,69,20.0,0.0,2023-08-22,14,17,Delayed,buyer1671@client.com
ORD-01672,P009,Industrial,SwiftVendors,Atlanta GA,29,300.0,0.05,2023-02-24,10,17,Pending,buyer1672@client.com
ORD-01673,P007,Food & Bev,Apex Supplies,Atlanta GA,9,12.0,0.0,2024-04-04,11,19,Delivered,buyer1673@client.com
ORD-01674,P008,Food & Bev,Apex Supplies,Los Angeles CA,91,20.0,0.0,2023-03-08,14,16,In Transit,buyer1674@client.com
ORD-01675,P001,Electronics,PrimeSources,New York NY,92,120.0,0.1,2024-12-22,5,9,Delivered,buyer1675@client.com
ORD-01676,P005,Home & Garden,SwiftVendors,Los Angeles CA,69,80.0,0.15,2023-08-27,12,22,In Transit,buyer1676@client.com
ORD-01677,P003,Apparel,NextGen Parts,Los Angeles CA,99,35.0,0.1,2023-01-07,12,10,Delayed,buyer1677@client.com
ORD-01678,P010,Industrial,NextGen Parts,Dallas TX,16,500.0,0.0,2024-06-26,9,18,Delivered,buyer1678@client.com
ORD-01679,P004,Apparel,GlobalTrade Co.,Dallas TX,77,55.0,0.0,2024-10-26,10,19,Delivered,buyer1679@client.com
ORD-01680,P002,Electronics,PrimeSources,New York NY,52,250.0,0.1,2024-01-26,14,19,Delivered,buyer1680@client.com
ORD-01681,P003,Apparel,SwiftVendors,Chicago IL,13,35.0,0.0,2024-12-25,9,11,Pending,buyer1681@client.com
ORD-01682,P005,Home & Garden,GlobalTrade Co.,Los Angeles CA,52,80.0,0.0,2024-10-24,13,12,Delivered,buyer1682@client.com
ORD-01683,P002,Electronics,Apex Supplies,Atlanta GA,68,250.0,0.0,2023-03-04,11,9,Delayed,buyer1683@client.com
ORD-01684,P003,Apparel,Apex Supplies,Dallas TX,1,35.0,0.1,2023-12-01,9,11,Delivered,buyer1684@client.com
ORD-01685,P010,Industrial,Apex Supplies,Chicago IL,73,500.0,0.0,2023-07-13,13,20,Pending,buyer1685@client.com
ORD-01686,P004,Apparel,GlobalTrade Co.,Atlanta GA,45,55.0,0.0,2024-01-19,12,12,Pending,buyer1686@client.com
ORD-01687,P003,Apparel,PrimeSources,Dallas TX,65,35.0,0.0,2024-09-29,3,9,Cancelled,buyer1687@client.com
ORD-01688,P005,Home & Garden,SwiftVendors,Chicago IL,38,80.0,0.0,2024-08-27,11,11,Delivered,buyer1688@client.com
ORD-01689,P010,Industrial,SwiftVendors,New York NY,20,500.0,0.1,2024-11-05,11,15,Cancelled,buyer1689@client.com
ORD-01690,P002,Electronics,Apex Supplies,Los Angeles CA,86,250.0,0.1,2023-09-10,8,8,Delivered,buyer1690@client.com
ORD-01691,P008,Food & Bev,Apex Supplies,Los Angeles CA,25,20.0,0.05,2023-03-02,10,20,Cancelled,buyer1691@client.com
ORD-01692,P010,Industrial,Apex Supplies,Los Angeles CA,13,500.0,0.1,2024-06-23,12,19,Delayed,buyer1692@client.com
ORD-01693,P007,Food & Bev,GlobalTrade Co.,Los Angeles CA,97,12.0,0.1,2023-11-25,5,10,Cancelled,buyer1693@client.com
ORD-01694,P007,Food & Bev,PrimeSources,Dallas TX,52,12.0,0.05,2024-05-17,3,8,Delivered,buyer1694@client.com
ORD-01695,P008,Food & Bev,SwiftVendors,New York NY,79,20.0,0.05,2023-10-22,13,22,Delivered,buyer1695@client.com
ORD-01696,P001,Electronics,SwiftVendors,Atlanta GA,25,120.0,0.0,2024-08-07,11,11,Delayed,buyer1696@client.com
ORD-01697,P001,Electronics,Apex Supplies,Los Angeles CA,69,120.0,0.0,2024-01-30,6,9,In Transit,buyer1697@client.com
ORD-01698,P007,Food & Bev,NextGen Parts,Chicago IL,95,12.0,0.1,2024-06-04,8,16,Delayed,
ORD-01699,P004,Apparel,GlobalTrade Co.,Chicago IL,13,55.0,0.05,2024-12-30,8,7,Delayed,buyer1699@client.com
ORD-01700,P004,Apparel,NextGen Parts,Dallas TX,74,55.0,0.15,2023-02-16,9,10,Delayed,buyer1700@client.com
ORD-01701,P005,Home & Garden,SwiftVendors,Chicago IL,1,80.0,0.0,2024-02-04,6,9,Cancelled,buyer1701@client.com
ORD-01702,P003,Apparel,GlobalTrade Co.,Atlanta GA,19,35.0,0.1,2024-11-15,7,11,Delayed,buyer1702@client.com
ORD-01703,P005,Home & Garden,SwiftVendors,New York NY,27,80.0,0.15,2024-12-07,3,7,Cancelled,buyer1703@client.com
ORD-01704,P005,Home & Garden,SwiftVendors,Atlanta GA,25,80.0,0.05,2023-01-11,13,22,Pending,
ORD-01705,P008,Food & Bev,GlobalTrade Co.,Dallas TX,17,20.0,0.15,2024-10-14,4,3,Delivered,buyer1705@client.com
ORD-01706,P008,Food & Bev,NextGen Parts,Los Angeles CA,9,20.0,0.0,2023-06-21,14,16,Delayed,buyer1706@client.com
ORD-01707,P007,Food & Bev,SwiftVendors,Los Angeles CA,37,12.0,0.1,2024-08-06,7,6,Cancelled,buyer1707@client.com
ORD-01708,P004,Apparel,PrimeSources,Chicago IL,12,55.0,0.1,2023-05-11,11,9,Pending,buyer1708@client.com
ORD-01709,P002,Electronics,PrimeSources,Chicago IL,30,250.0,0.0,2023-03-27,14,24,Delivered,buyer1709@client.com
ORD-01710,P010,Industrial,GlobalTrade Co.,New York NY,48,500.0,0.05,2024-09-03,3,11,In Transit,buyer1710@client.com
ORD-01711,P004,Apparel,SwiftVendors,Dallas TX,99,55.0,0.0,2024-08-05,3,3,Delivered,buyer1711@client.com
ORD-01712,P005,Home & Garden,PrimeSources,Chicago IL,23,80.0,0.0,2024-10-21,3,7,Pending,buyer1712@client.com
ORD-01713,P005,Home & Garden,GlobalTrade Co.,Chicago IL,65,80.0,0.0,2024-10-04,6,9,Delayed,buyer1713@client.com
ORD-01714,P001,Electronics,GlobalTrade Co.,Atlanta GA,57,120.0,0.0,2024-06-25,7,13,Delivered,buyer1714@client.com
ORD-01715,P006,Home & Garden,Apex Supplies,New York NY,8,150.0,0.0,2024-06-14,11,9,In Transit,buyer1715@client.com
ORD-01716,P006,Home & Garden,GlobalTrade Co.,Dallas TX,48,150.0,0.0,2024-12-01,6,4,Pending,
ORD-01717,P001,Electronics,Apex Supplies,Chicago IL,50,120.0,0.1,2024-10-05,3,10,In Transit,buyer1717@client.com
ORD-01718,P008,Food & Bev,PrimeSources,Los Angeles CA,74,20.0,0.15,2024-12-03,12,16,Pending,buyer1718@client.com
ORD-01719,P004,Apparel,NextGen Parts,Los Angeles CA,88,55.0,0.05,2023-12-20,13,18,Pending,buyer1719@client.com
ORD-01720,P003,Apparel,SwiftVendors,Chicago IL,59,35.0,0.1,2023-05-28,7,15,Delayed,buyer1720@client.com
ORD-01721,P007,Food & Bev,SwiftVendors,Dallas TX,33,12.0,0.0,2024-03-18,7,7,Delivered,buyer1721@client.com
ORD-01722,P009,Industrial,GlobalTrade Co.,Los Angeles CA,30,300.0,0.05,2023-08-02,9,13,Pending,buyer1722@client.com
ORD-01723,P008,Food & Bev,PrimeSources,Los Angeles CA,57,20.0,0.05,2023-12-12,8,16,Pending,buyer1723@client.com
ORD-01724,P009,Industrial,GlobalTrade Co.,Chicago IL,27,300.0,0.0,2024-08-05,6,15,Delayed,buyer1724@client.com
ORD-01725,P006,Home & Garden,PrimeSources,Los Angeles CA,60,150.0,0.1,2024-10-21,7,8,Pending,buyer1725@client.com
ORD-01726,P002,Electronics,PrimeSources,Los Angeles CA,70,250.0,0.15,2024-09-30,9,7,Delivered,buyer1726@client.com
ORD-01727,P009,Industrial,PrimeSources,Atlanta GA,21,300.0,0.15,2024-03-18,5,10,Delivered,buyer1727@client.com
ORD-01728,P007,Food & Bev,GlobalTrade Co.,Los Angeles CA,73,12.0,0.15,2024-11-27,12,22,Delivered,buyer1728@client.com
ORD-01729,P010,Industrial,PrimeSources,Los Angeles CA,26,500.0,0.0,2024-04-24,6,15,Delivered,buyer1729@client.com
ORD-01730,P008,Food & Bev,NextGen Parts,Atlanta GA,41,20.0,0.1,2024-10-05,3,11,Delivered,buyer1730@client.com
ORD-01731,P002,Electronics,Apex Supplies,Los Angeles CA,3,250.0,0.0,2023-04-03,8,11,Delivered,buyer1731@client.com
ORD-01732,P004,Apparel,SwiftVendors,Atlanta GA,40,55.0,0.0,2023-11-20,12,17,Pending,buyer1732@client.com
ORD-01733,P003,Apparel,Apex Supplies,Atlanta GA,38,35.0,0.0,2023-06-13,5,5,Pending,buyer1733@client.com
ORD-01734,P010,Industrial,NextGen Parts,Atlanta GA,53,500.0,0.0,2024-10-05,10,19,Delivered,buyer1734@client.com
ORD-01735,P004,Apparel,GlobalTrade Co.,New York NY,15,55.0,0.15,2023-04-10,3,3,Pending,buyer1735@client.com
ORD-01736,P008,Food & Bev,NextGen Parts,Los Angeles CA,22,20.0,0.0,2024-03-27,12,19,Delivered,buyer1736@client.com
ORD-01737,P001,Electronics,NextGen Parts,Los Angeles CA,63,120.0,0.15,2023-12-14,4,7,Delivered,buyer1737@client.com
ORD-01738,P010,Industrial,PrimeSources,Chicago IL,39,500.0,0.15,2023-04-24,13,14,Delayed,buyer1738@client.com
ORD-01739,P002,Electronics,PrimeSources,Dallas TX,46,250.0,0.1,2024-09-28,12,16,Delivered,buyer1739@client.com
ORD-01740,P005,Home & Garden,SwiftVendors,Atlanta GA,25,80.0,0.1,2023-01-25,10,13,Delivered,buyer1740@client.com
ORD-01741,P004,Apparel,SwiftVendors,New York NY,90,55.0,0.0,2024-03-19,8,6,Delivered,buyer1741@client.com
ORD-01742,P008,Food & Bev,SwiftVendors,Atlanta GA,85,20.0,0.0,2023-02-02,5,12,Delivered,buyer1742@client.com
ORD-01743,P001,Electronics,GlobalTrade Co.,New York NY,39,120.0,0.05,2024-01-25,9,7,Delayed,buyer1743@client.com
ORD-01744,P007,Food & Bev,NextGen Parts,New York NY,43,12.0,0.0,2024-02-21,14,17,Delivered,buyer1744@client.com
ORD-01745,P005,Home & Garden,PrimeSources,Los Angeles CA,71,80.0,0.0,2023-10-01,4,9,Delayed,buyer1745@client.com
ORD-01746,P006,Home & Garden,Apex Supplies,Chicago IL,66,150.0,0.0,2023-04-20,6,5,Delivered,buyer1746@client.com
ORD-01747,P003,Apparel,Apex Supplies,Dallas TX,74,35.0,0.0,2023-01-10,14,12,Delayed,buyer1747@client.com
ORD-01748,P010,Industrial,NextGen Parts,New York NY,10,500.0,0.0,2024-10-08,8,18,Delayed,buyer1748@client.com
ORD-01749,P002,Electronics,GlobalTrade Co.,Chicago IL,8,250.0,0.15,2023-03-25,5,4,Delayed,buyer1749@client.com
ORD-01750,P001,Electronics,GlobalTrade Co.,Chicago IL,56,120.0,0.15,2023-02-21,14,13,Pending,buyer1750@client.com
ORD-01751,P009,Industrial,GlobalTrade Co.,New York NY,25,300.0,0.05,2024-09-11,14,14,Pending,buyer1751@client.com
ORD-01752,P010,Industrial,GlobalTrade Co.,Atlanta GA,8,500.0,0.05,2023-01-07,4,4,Delivered,buyer1752@client.com
ORD-01753,P009,Industrial,Apex Supplies,Dallas TX,74,300.0,0.0,2023-07-12,5,8,Cancelled,buyer1753@client.com
ORD-01754,P003,Apparel,NextGen Parts,Los Angeles CA,51,35.0,0.15,2024-09-07,9,15,Delayed,buyer1754@client.com
ORD-01755,P007,Food & Bev,GlobalTrade Co.,Atlanta GA,33,12.0,0.0,2023-01-08,13,21,Delivered,buyer1755@client.com
ORD-01756,P003,Apparel,Apex Supplies,New York NY,9,35.0,0.0,2023-12-19,14,12,In Transit,buyer1756@client.com
ORD-01757,P007,Food & Bev,PrimeSources,Dallas TX,11,12.0,0.15,2024-11-21,4,7,In Transit,buyer1757@client.com
ORD-01758,P006,Home & Garden,NextGen Parts,Dallas TX,90,150.0,0.15,2024-08-05,7,16,Cancelled,buyer1758@client.com
ORD-01759,P006,Home & Garden,SwiftVendors,New York NY,96,150.0,0.05,2023-11-04,10,13,In Transit,buyer1759@client.com
ORD-01760,P004,Apparel,GlobalTrade Co.,Dallas TX,30,55.0,0.1,2024-12-08,8,12,Pending,buyer1760@client.com
ORD-01761,P006,Home & Garden,PrimeSources,New York NY,52,150.0,0.05,2023-06-06,5,14,Cancelled,buyer1761@client.com
ORD-01762,P001,Electronics,PrimeSources,Chicago IL,18,120.0,0.0,2024-02-14,8,6,Pending,buyer1762@client.com
ORD-01763,P003,Apparel,GlobalTrade Co.,Chicago IL,20,35.0,0.1,2023-04-08,3,7,Pending,buyer1763@client.com
ORD-01764,P006,Home & Garden,PrimeSources,New York NY,26,150.0,0.0,2023-06-12,7,13,Delivered,buyer1764@client.com
ORD-01765,P008,Food & Bev,PrimeSources,New York NY,78,20.0,0.15,2024-03-21,5,10,Delayed,buyer1765@client.com
ORD-01766,P002,Electronics,PrimeSources,Atlanta GA,9,250.0,0.0,2023-10-24,5,6,In Transit,buyer1766@client.com
ORD-01767,P004,Apparel,Apex Supplies,Los Angeles CA,54,55.0,0.05,2024-10-08,5,8,Delayed,buyer1767@client.com
ORD-01768,P010,Industrial,Apex Supplies,Atlanta GA,55,500.0,0.1,2023-05-13,11,13,Delivered,buyer1768@client.com
ORD-01769,P003,Apparel,PrimeSources,Dallas TX,48,35.0,0.1,2023-01-19,10,13,Pending,buyer1769@client.com
ORD-01770,P006,Home & Garden,SwiftVendors,New York NY,89,150.0,0.0,2023-10-15,11,14,In Transit,buyer1770@client.com
ORD-01771,P004,Apparel,NextGen Parts,Chicago IL,17,55.0,0.0,2024-12-26,12,19,Delivered,buyer1771@client.com
ORD-01772,P004,Apparel,PrimeSources,Dallas TX,63,55.0,0.1,2023-11-17,11,10,Pending,buyer1772@client.com
ORD-01773,P010,Industrial,NextGen Parts,New York NY,42,500.0,0.0,2024-04-18,12,21,Delivered,buyer1773@client.com
ORD-01774,P007,Food & Bev,SwiftVendors,Chicago IL,100,12.0,0.0,2024-01-08,3,8,Delivered,buyer1774@client.com
ORD-01775,P001,Electronics,NextGen Parts,New York NY,42,120.0,0.0,2024-07-29,5,15,Delivered,buyer1775@client.com
ORD-01776,P008,Food & Bev,NextGen Parts,Chicago IL,41,20.0,0.1,2024-10-23,6,13,In Transit,buyer1776@client.com
ORD-01777,P001,Electronics,NextGen Parts,Atlanta GA,95,120.0,0.0,2023-10-17,6,16,Pending,buyer1777@client.com
ORD-01778,P001,Electronics,GlobalTrade Co.,Chicago IL,39,120.0,0.0,2023-10-31,3,1,Delayed,buyer1778@client.com
ORD-01779,P007,Food & Bev,PrimeSources,Chicago IL,11,12.0,0.0,2024-04-02,13,17,In Transit,buyer1779@client.com
ORD-01780,P008,Food & Bev,Apex Supplies,Los Angeles CA,98,20.0,0.0,2024-04-11,7,8,Delayed,buyer1780@client.com
ORD-01781,P005,Home & Garden,GlobalTrade Co.,Los Angeles CA,21,80.0,0.1,2023-01-18,4,2,Cancelled,buyer1781@client.com
ORD-01782,P008,Food & Bev,SwiftVendors,New York NY,48,20.0,0.0,2024-07-17,3,11,Pending,buyer1782@client.com
ORD-01783,P007,Food & Bev,NextGen Parts,Dallas TX,23,12.0,0.0,2024-10-21,7,10,In Transit,buyer1783@client.com
ORD-01784,P001,Electronics,GlobalTrade Co.,New York NY,66,120.0,0.0,2023-03-07,4,4,Delivered,buyer1784@client.com
ORD-01785,P003,Apparel,Apex Supplies,Los Angeles CA,92,35.0,0.0,2024-01-01,8,7,Pending,buyer1785@client.com
